Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
GCA_003085875.1_ASM308587v1_genomic	NA	NA	2.35e-08	grey	8.749099999999999e-05	32.0	M-986	1975	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	3.4390356123838822e-09	0.3539993171342077	3.2935835872899366e-20	1975-01-01	1975.0	[1975.0, 1975.0]	72.6386719736438	6084.765004473407	33.0	1975.0	7.70769412464245e-05	False
GCA_001188715.1_ASM118871v1_genomic	NA	NA	2.35e-08	grey	8.889859999999999e-05	34.0	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	1.1683801881800126e-08	1.2026795747025048	1.2896254286326712e-06	1976-01-01	1976.0001029356358	[1974.776522567164, 1976.0]	73.63877490927962	6085.765107409043	34.0	1968.5	7.836656667505714e-05	False
GCA_000834315.1_ASM83431v1_genomic	NA	NA	2.35e-08	grey	8.749099999999999e-05	35.0	Pestoides F	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN03121016	KEEP: Assembly Modern No Location Morelli 2010 Cui 2013 Keller 2019	0.0	4.406460688849457e-09	0.45358183242253564	3.298060008006812e-20	1950-01-01	1950.0001029356358	[1958.0377644243736, 1984.0]	53.4482025715879	6059.765107409044	35.0	1967.0	7.707689063690199e-05	False
GCA_001295185.1_ASM129518v1_genomic	NA	NA	5.13e-08	grey	8.796419999999999e-05	38.0	C-197	1967	-54	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861482	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	4.007652835708208e-09	0.4125302925165852	3.296049217467497e-20	1967-01-01	1967.0	[1967.0, 1967.0]	60.30890968559561	6076.765004473408	36.0	1967.0	7.750666881331936e-05	False
GCA_006376505.1_ASM637650v1_genomic	NA	NA	1.8768e-06	grey	8.978969999999997e-05	39.0	C-232	1968	-53	Azerbaijan	Shahbuz Rayon	40.3936294	47.787250799999995	39.43858165	45.60713327015354	Caucasica	0.PE	0.PE2	SAMN12011946	KEEP: Assembly Modern	0.0	1.2377123895960783e-08	1.2740471170109295	1.7198392031625272e-06	1968-01-01	1968.0	[1968.0, 1968.0]	61.30890968559561	6077.765004473408	37.0	1968.0	7.922650801648186e-05	False
GCA_001294915.1_ASM129491v1_genomic	NA	NA	2.35e-08	grey	8.8731e-05	43.0	C-346	1976	-45	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03861512	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	9.714808605351293e-10	0.1	3.297363062085323e-20	1976-01-01	1976.0	[1976.0, 1976.0]	159.09626513180888	6085.765004473408	22.0	1976.0	7.815847564077504e-05	False
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	NA	NA	2.35e-08	grey	8.962239999999999e-05	45.0	G3768	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN01902220	KEEP: Assembly Modern	0.0	7.2042797255214395e-09	0.7415771136811736	2.1487834649169006e-07	1950-01-01	1950.0001029356358	[1950.0, 1957.69106775323]	56.457356770024035	6059.7651074090445	25.0	1975.0	7.901800986293036e-05	False
GCA_001188695.1_ASM118869v1_genomic	NA	NA	2.35e-08	grey	9.079540000000002e-05	49.0	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	1.0691662453922652e-08	1.1005530719393968	1.2894286584014956e-06	1997-01-01	1997.0001029356358	[1995.2416293315912, 1997.0]	103.45735677002403	6106.7651074090445	26.0	1981.5	8.009256017484017e-05	False
GCA_001188795.1_ASM118879v1_genomic	NA	NA	4.692e-07	grey	8.96459e-05	52.0	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	5.616674335615454e-09	0.5781559435480358	4.297769389631223e-07	1966-01-01	1966.0001029356358	[1966.0, 1995.0711265976493]	115.50161680715269	6075.7651074090445	23.0	1981.5	7.901802643372185e-05	False
GCA_001294815.1_ASM129481v1_genomic	NA	NA	2.5542e-06	grey	9.17808e-05	53.0	C-590	1983	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	1.263720636877079e-08	1.3008188716975575	2.3643867407235804e-06	1983-01-01	1983.0	[1983.0, 1983.0]	132.50151387151686	6092.765004473409	24.0	1983.0	8.095263623548231e-05	False
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	NA	NA	1.3756e-06	grey	9.176939999999998e-05	54.0	G1670E	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.02873820000001	NA	NA	Caucasica	0.PE	0.PE2	SAMN01902219	KEEP: Assembly Modern	0.0	1.0522859486498736e-08	1.0831772311708063	1.2894240066057267e-06	2000-01-01	2000.0001029356358	[1992.3823111199033, 2000.0]	106.20104144326683	6109.765107409045	27.0	1975.0	8.095216934587113e-05	False
GCA_001188335.1_DYA_1_genomic	NA	NA	2.35e-08	grey	9.376399999999999e-05	56.0	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0.0	1.408714572748396e-08	1.45006930138842	3.0089816977804937e-06	2000-01-01	2000.0001029356358	[1992.5791833363699, 2000.0]	106.20104144326683	6109.765107409045	28.0	1975.0	8.267172703704589e-05	False
SAMEA104488961	NA	NA	2.35e-08	grey	3.4586399999999984e-05	57.0	RT5	[-1918:-1754]	[-3939:-3775]	Russia	Samara Oblast	64.6863136	97.7453061	53.2128813	50.8914633	Bronze Age	0.PE	0.PE8	SAMEA104488961	KEEP: SRA Ancient	0.0	9.714808605351293e-09	1.0	3.422039118246772e-20	-1764-11-05	-1763.1551895618793	[-1907.1367656980021, -1753.9999999999993]	0.0	2346.6098149115296	38.0	-1836.0	3.0973417954765445e-05	False
GCA_000320425.1_ASM32042v1_genomic	NA	NA	2.346e-07	grey	5.5274399999999994e-05	58.0	12	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Qinghaica	0.PE	0.PE10	SAMN02402991	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	5.0251998298693376e-09	0.5172721392680102	1.8290009797663416e-05	2004-01-01	2004.0000000000002	[2004.0, 2004.0]	3689.510622539343	6113.765004473409	39.0	2004.0	4.9693207066314494e-05	False
GCA_000324045.1_ASM32404v1_genomic	NA	NA	2.35e-08	grey	6.70587e-05	61.0	CMCC18019	2001	-20	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Microtus	0.PE	0.PE4m	SAMN02403037	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	6.299383017889893e-09	0.6484309957913066	4.944136662946859e-06	2001-01-01	2001.0	[2001.0, 2001.0]	878.5819803608497	6110.765004473409	40.0	2001.0	6.0441347566139036e-05	False
GCA_000324525.1_ASM32452v1_genomic	NA	NA	4.692e-07	grey	6.62998e-05	63.0	CMCC93014	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Microtus	0.PE	0.PE4m	SAMN02403061	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	3.843967247724156e-09	0.39568121245402105	4.297789657422801e-07	1970-01-01	1970.0	[1970.0, 1970.0]	178.84536140145042	6079.765004473409	41.0	1970.0	5.979584091870122e-05	False
GCA_000007885.1_ASM788v1_genomic	NA	NA	1.6422e-06	grey	6.911499999999999e-05	64.0	91001	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Microtus	0.PE	0.PE4m	SAMN02602970	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	0.0	1.2027704540643885e-08	1.2380794135273607	1.504477080898694e-06	1970-01-01	1970.0	[1970.0, 1970.0]	77.38598631424657	6079.765004473409	42.0	1970.0	6.2374882084722e-05	False
GCA_000324465.1_ASM32446v1_genomic	NA	NA	2.346e-07	grey	6.77074e-05	65.0	CMCC91090	1970	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Microtus	0.PE	0.PE4m	SAMN02403058	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	6.071848217241723e-09	0.6250095564309022	2.1488713054238742e-07	1970-01-01	1970.0	[1970.0, 1970.0]	77.38598631424657	6079.765004473409	43.0	1970.0	6.108529213436569e-05	False
GCA_001294805.1_ASM129480v1_genomic	NA	NA	2.35e-08	grey	6.56196e-05	66.0	I-3134	1984	-37	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN03839877	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	9.714808605351293e-10	0.1	3.3311955725658406e-20	1984-01-01	1984.0	[1984.0, 1984.0]	567.0680621388078	6093.765004473409	44.0	1984.0	5.915059834247075e-05	False
GCA_002188815.1_ASM218881v1_genomic	NA	NA	1.13623e-05	grey	7.695839999999999e-05	67.0	SCPM-O-DNA-11	1984	-37	NA	NA	NA	NA	NA	NA	Microtus	0.PE	0.PE4m	SAMN05521436	KEEP: Assembly Modern No Location	0.0	1.6536982933537135e-08	1.7022448516821962	1.0323923698660331e-05	1984-01-01	1984.0	[1984.0, 1984.0]	567.0680621388078	6093.765004473409	45.0	1984.0	6.947452204113105e-05	False
GCA_002188845.1_ASM218884v1_genomic	NA	NA	1.7055e-05	grey	8.21812e-05	68.0	SCPM-O-DNA-12	1982	-39	NA	NA	NA	NA	NA	NA	Microtus	0.PE	0.PE4m	SAMN05521437	KEEP: Assembly Modern No Location	0.0	2.0847732296861678e-08	2.1459745779631665	1.5492315327499717e-05	1982-01-01	1982.0	[1982.0, 1982.0]	611.879371471106	6091.765004473409	46.0	1982.0	7.42131102316427e-05	False
GCA_003074175.1_ASM307417v1_genomic	NA	NA	6.42e-08	grey	6.51904e-05	69.0	I-3086	1983	-38	Mongolia	Bayankhongor	46.825038799999994	103.8499736	46.18084675	100.67009765478292	Microtus	0.PE	0.PE4m	SAMN05219216	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	9.714808605351293e-10	0.1	3.3288110666479547e-20	1983-01-01	1983.0	[1983.0, 1983.0]	612.879371471106	6092.765004473409	47.0	1983.0	5.872079490414302e-05	False
GCA_001294885.1_ASM129488v1_genomic	NA	NA	2.35e-08	grey	7.65047e-05	70.0	5307-Gis	1979	-42	Tajikistan	Sughd Province	38.62817329999999	70.8156541	39.35486020000001	68.8268012	Hissarica	0.PE	0.PE4h	SAMN03839878	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	1.1403443973583394e-08	1.1738207551821387	1.807413006669925e-05	1979-01-01	1979.0	[1979.0, 1979.0]	1537.5804712656452	6088.765004473408	48.0	1979.0	6.862233767478585e-05	False
GCA_001601735.1_ASM160173v1_genomic	NA	NA	1.16332e-05	grey	7.93512e-05	72.0	A-1815	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN04337145	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0.0	1.3797948737969151e-08	1.4203006254151735	1.0544493067417839e-05	1980-01-01	1980.0	[1980.0, 1980.0]	709.96992723926	6089.765004473408	49.0	1980.0	7.098428772102223e-05	False
GCA_001294975.1_ASM129497v1_genomic	NA	NA	9.384e-07	grey	6.867989999999999e-05	73.0	A-1804	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03861481	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	1.4046678261578492e-09	0.14459037570581718	8.596013731369421e-07	1980-01-01	1980.0	[1980.0, 1980.0]	709.96992723926	6089.765004473408	50.0	1980.0	6.129939602674133e-05	False
GCA_001295145.1_ASM129514v1_genomic	NA	NA	2.346e-07	grey	6.79996e-05	74.0	A-1807	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03839879	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	9.714808605351293e-10	0.1	2.148792720744985e-07	1980-01-01	1980.0	[1980.0, 1980.0]	709.96992723926	6089.765004473408	51.0	1980.0	6.0654673925678886e-05	False
GCA_001972505.1_ASM197250v1_genomic	NA	NA	2.15827e-05	grey	8.93477e-05	75.0	SCPM-O-B-4664	1980	-41	NA	NA	NA	NA	NA	NA	Talassica	0.PE	0.PE4t	SAMN05521425	KEEP: Assembly Modern No Location	0.0	2.2008244901564914e-08	2.265432680726404	1.9584851002616216e-05	1980-01-01	1980.0	[1980.0, 1980.0]	709.96992723926	6089.765004473408	52.0	1980.0	8.00246456562206e-05	False
GCA_002188685.1_ASM218868v1_genomic	NA	NA	9.6916e-06	grey	7.248810000000001e-05	76.0	I-3516	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521431	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.575266332333747e-08	1.6215104139736005	8.815855088603338e-06	2007-01-01	2007.0	[2007.0, 2007.0]	468.98311057438855	6116.765004473408	53.0	2007.0	6.51685682810678e-05	False
