Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number
GCA_000323845.1_ASM32384v1_genomic	NA	NA	2.35e-08	grey	4.23659e-05	10	CMCC05009	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013	0
NODE19	100.0	100.0	1.86922e-05	red	2.3876e-05	59.920698572671206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE20	100.0	100.0	3.67468e-05	red	6.06228e-05	24.6474609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE21	100.0	100.0	1.86249e-05	red	7.92477e-05	13.4453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294825.1_ASM129482v1_genomic	NA	NA	2.346e-07	grey	7.94823e-05	11	C-537	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN03839871	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE23	0.0	56.0	2.35e-08	black	7.927120000000001e-05	15.890625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE24	94.0	82.0	7.038e-07	black	7.9975e-05	13.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008630415.1_ASM863041v1_genomic	NA	NA	2.1114e-06	grey	8.20864e-05	12	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0
NODE26	76.6	81.0	2.35e-08	black	7.999850000000001e-05	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE27	72.7	86.0	1.6422e-06	black	8.16407e-05	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972395.1_ASM197239v1_genomic	NA	NA	1.16832e-05	grey	9.332390000000001e-05	13	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_002165475.1_ASM216547v1_genomic	NA	NA	1.21193e-05	grey	9.376000000000001e-05	14	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
NODE30	84.9	94.0	4.692e-07	black	8.046770000000001e-05	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008630455.1_ASM863045v1_genomic	NA	NA	2.346e-07	grey	8.070230000000001e-05	15	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0
GCA_015338205.1_ASM1533820v1_genomic	NA	NA	2.35e-08	grey	8.049120000000001e-05	16	C-830	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Caucasica	0.PE	0.PE2	SAMN16619722	KEEP: Assembly Modern No Province	0
NODE33	0.0	11.0	2.35e-08	black	7.929470000000001e-05	18.53125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_006376585.1_ASM637658v1_genomic	NA	NA	2.35e-08	grey	7.931820000000002e-05	17	C-371	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12012142	KEEP: Assembly Modern	0
NODE35	0.0	12.0	2.35e-08	black	7.931820000000002e-05	20.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE36	93.6	95.0	7.038e-07	black	8.002200000000001e-05	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001601675.1_ASM160167v1_genomic	NA	NA	1.67657e-05	grey	9.678770000000002e-05	18	C-741	1999	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04336076	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_002127375.1_ASM212737v1_genomic	NA	NA	9.384e-07	grey	8.096040000000001e-05	19	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992974	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
NODE39	0.0	40.0	2.35e-08	black	7.934170000000002e-05	21.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE40	96.7	100.0	1.4076e-06	red	8.074930000000002e-05	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002127355.1_ASM212735v1_genomic	NA	NA	2.8394e-06	grey	8.358870000000002e-05	20	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_002127365.1_ASM212736v1_genomic	NA	NA	9.7212e-06	grey	9.047050000000001e-05	21	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
NODE43	85.6	87.0	5.185e-07	black	7.986020000000003e-05	22.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972405.1_ASM197240v1_genomic	NA	NA	1.63587e-05	grey	9.621890000000003e-05	22	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
NODE45	0.2	78.0	2.1103e-06	black	8.197050000000002e-05	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972385.1_ASM197238v1_genomic	NA	NA	1.51933e-05	grey	9.716380000000002e-05	23	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
GCA_001972465.1_ASM197246v1_genomic	NA	NA	8.5645e-06	grey	9.053500000000003e-05	24	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0
NODE48	100.0	100.0	1.8325e-05	red	7.89478e-05	35.849609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE49	100.0	100.0	7.3184e-06	red	8.62662e-05	30.109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE50	92.5	100.0	7.038e-07	black	8.697e-05	25.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295055.1_ASM129505v1_genomic	NA	NA	2.346e-07	grey	8.72046e-05	25	C-666	1989	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE52	90.9	100.0	4.692e-07	black	8.74392e-05	26.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003074435.1_ASM307443v1_genomic	NA	NA	2.346e-07	grey	8.76738e-05	26	KM874	1984	-37	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05240958	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
NODE54	0.0	38.0	2.35e-08	black	8.74627e-05	27.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294985.1_ASM129498v1_genomic	NA	NA	2.35e-08	grey	8.748620000000001e-05	27	C-359	1978	-43	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861500	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE56	0.0	39.0	2.35e-08	black	8.748620000000001e-05	28.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972415.1_ASM197241v1_genomic	NA	NA	1.51435e-05	grey	0.0001026297	28	SCPM-O-B-6983	1969	-52	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN05521424	KEEP: Assembly Modern No Location	0
NODE58	86.3	100.0	4.692e-07	black	8.795540000000001e-05	29.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003074395.1_ASM307439v1_genomic	NA	NA	2.35e-08	grey	8.797890000000001e-05	29	3544	1979	-42	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN05225434	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
GCA_003074415.1_ASM307441v1_genomic	NA	NA	2.35e-08	grey	8.797890000000001e-05	30	3551	1979	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
NODE61	91.3	100.0	7.038e-07	black	8.697e-05	34.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE62	0.0	85.0	2.35e-08	black	8.69935e-05	31.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295065.1_ASM129506v1_genomic	NA	NA	4.692e-07	grey	8.74627e-05	31	C-267	1969	-52	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861484	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE64	90.1	100.0	4.692e-07	black	8.74627e-05	32.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003085875.1_ASM308587v1_genomic	NA	NA	2.35e-08	grey	8.748620000000001e-05	32	M-986	1975	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
NODE66	99.5	100.0	1.4076e-06	red	8.88703e-05	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001188325.1_YPY_1_genomic	NA	NA	2.35e-08	grey	8.88938e-05	33	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
GCA_001188715.1_ASM118871v1_genomic	NA	NA	2.35e-08	grey	8.88938e-05	34	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
NODE69	87.7	100.0	4.692e-07	black	8.74392e-05	36.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE70	0.0	74.0	2.35e-08	black	8.74627e-05	35.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000834315.1_ASM83431v1_genomic	NA	NA	2.35e-08	grey	8.748620000000001e-05	35	Pestoides F	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN03121016	KEEP: Assembly Modern No Location Morelli 2010 Cui 2013 Keller 2019	0
GCA_001294905.1_ASM129490v1_genomic	NA	NA	2.35e-08	grey	8.748620000000001e-05	36	C-291	1971	-50	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861503	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE73	0.0	80.0	2.35e-08	black	8.74627e-05	37.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295105.1_ASM129510v1_genomic	NA	NA	2.268e-07	grey	8.76895e-05	37	C-235	1968	-53	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861483	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE75	42.2	80.0	4.454e-07	black	8.79081e-05	38.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295185.1_ASM129518v1_genomic	NA	NA	5.13e-08	grey	8.79594e-05	38	C-197	1967	-54	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861482	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_006376505.1_ASM637650v1_genomic	NA	NA	1.8768e-06	grey	8.97849e-05	39	C-232	1968	-53	Azerbaijan	Shahbuz Rayon	40.3936294	47.787250799999995	39.43858165	45.60713327015354	Caucasica	0.PE	0.PE2	SAMN12011946	KEEP: Assembly Modern	0
NODE78	100.0	100.0	9.2386e-06	red	8.81864e-05	41.58984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000834985.1_ASM83498v1_genomic	NA	NA	2.35e-08	grey	8.82099e-05	40	Pestoides G	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN03202985	KEEP: Assembly Modern No Location	0
NODE80	76.0	100.0	2.346e-07	black	8.8421e-05	43.1796875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003085935.1_ASM308593v1_genomic	NA	NA	2.35e-08	grey	8.84445e-05	41	835	1958	-63	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN05162581	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0
NODE82	84.4	100.0	2.346e-07	black	8.86556e-05	45.359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE83	0.0	65.0	2.35e-08	black	8.86791e-05	42.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295045.1_ASM129504v1_genomic	NA	NA	2.35e-08	grey	8.870260000000001e-05	42	C-290	1971	-50	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839880	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE85	0.0	56.0	2.35e-08	black	8.870260000000001e-05	43.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294915.1_ASM129491v1_genomic	NA	NA	2.35e-08	grey	8.872610000000001e-05	43	C-346	1976	-45	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03861512	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
GCA_006376545.1_ASM637654v1_genomic	NA	NA	1.4076e-06	grey	9.01102e-05	44	C-273	1969	-52	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN12012010	KEEP: Assembly Modern	0
NODE88	90.9	100.0	4.692e-07	black	8.91248e-05	47.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE89	0.0	36.0	2.35e-08	black	8.91483e-05	45.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001188795.1_ASM118879v1_genomic	NA	NA	4.692e-07	grey	8.96175e-05	45	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
GCA_002993145.1_ASM299314v1_genomic	NA	NA	2.35e-08	grey	8.91718e-05	46	1393G	1979	-42	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN08634710	KEEP: Assembly Modern	0
NODE92	0.0	12.0	2.35e-08	black	8.91483e-05	50.4375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE93	93.0	51.0	6.9e-08	black	8.92173e-05	47.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294815.1_ASM129481v1_genomic	NA	NA	2.5335e-06	grey	9.175080000000001e-05	47	C-590	1983	-38	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03839876	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0
NODE95	26.6	85.0	1.173e-06	black	9.03903e-05	48.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	NA	NA	1.356e-06	grey	9.17463e-05	48	G1670E	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.02873820000001	NA	NA	Caucasica	0.PE	0.PE2	SAMN01902219	KEEP: Assembly Modern	0
NODE97	100.0	100.0	3.3633e-06	red	9.37536e-05	49.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000382545.1_Yersinia_pestis_assembly_genomic	NA	NA	2.35e-08	grey	9.37771e-05	49	G1670A	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.02873820000001	NA	NA	Caucasica	0.PE	0.PE2	SAMN01909378	KEEP: Assembly Modern	0
GCA_001188335.1_DYA_1_genomic	NA	NA	2.35e-08	grey	9.37771e-05	50	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
NODE100	79.3	100.0	2.346e-07	black	8.93829e-05	53.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE101	80.8	100.0	2.346e-07	black	8.96175e-05	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	NA	NA	2.35e-08	grey	8.9641e-05	51	G3768	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN01902220	KEEP: Assembly Modern	0
GCA_001188755.1_ASM118875v1_genomic	NA	NA	2.35e-08	grey	8.9641e-05	52	8787	1992	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
NODE104	80.7	100.0	2.346e-07	black	8.96175e-05	54.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE105	0.0	87.0	2.35e-08	black	8.9641e-05	53.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000324925.1_ASM32492v1_genomic	NA	NA	2.35e-08	grey	8.966450000000001e-05	53	G8786	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN02403080	KEEP: Assembly Modern Modern Cui 2013 Keller 2019	0
GCA_001188775.1_ASM118877v1_genomic	NA	NA	2.35e-08	grey	8.966450000000001e-05	54	3770	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943654	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
NODE108	98.7	100.0	1.173e-06	red	9.07905e-05	55.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001188695.1_ASM118869v1_genomic	NA	NA	2.35e-08	grey	9.0814e-05	55	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
GCA_001188935.1_ASM118893v1_genomic	NA	NA	2.35e-08	grey	9.0814e-05	56	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0
NODE111	100.0	100.0	1.06615e-05	red	3.45375e-05	95.19393620784241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE112	0.0	84.0	2.35e-08	black	3.4560999999999997e-05	60.62939453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA104488961	NA	NA	2.35e-08	grey	3.4584499999999994e-05	57	RT5	[-1918:-1754]	[-3939:-3775]	Russia	Samara Oblast	64.6863136	97.7453061	53.2128813	50.8914633	Bronze Age	0.PE	0.PE8	SAMEA104488961	KEEP: SRA Ancient	0
NODE114	86.0	100.0	3.863e-07	black	3.4947299999999997e-05	64.2587890625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE115	100.0	100.0	2.00894e-05	red	5.50367e-05	58.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000320425.1_ASM32042v1_genomic	NA	NA	2.346e-07	grey	5.52713e-05	58	12	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Qinghaica	0.PE	0.PE10	SAMN02402991	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323625.1_ASM32362v1_genomic	NA	NA	2.35e-08	grey	5.50602e-05	59	9	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Qinghaica	0.PE	0.PE10	SAMN02403015	KEEP: Assembly Modern Cui 2013 Keller 2019	0
