Sample	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar
GCA_009670395.1_ASM967039v1_genomic	42047	1984	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670445.1_ASM967044v1_genomic	42046	1984	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670465.1_ASM967046v1_genomic	42045	1984	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670485.1_ASM967048v1_genomic	42044	1984	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670475.1_ASM967047v1_genomic	42043	1983	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670515.1_ASM967051v1_genomic	42042	1983	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670545.1_ASM967054v1_genomic	42040	1983	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670565.1_ASM967056v1_genomic	42039	1983	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670575.1_ASM967057v1_genomic	42038	1983	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670625.1_ASM967062v1_genomic	42037	1983	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670585.1_ASM967058v1_genomic	42034	1982	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670605.1_ASM967060v1_genomic	42033	1982	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670665.1_ASM967066v1_genomic	42032	1981	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670675.1_ASM967067v1_genomic	42029	1980	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670725.1_ASM967072v1_genomic	42028	1974	-46	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670705.1_ASM967070v1_genomic	42027	1972	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670715.1_ASM967071v1_genomic	42022	1977	-43	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670775.1_ASM967077v1_genomic	42021	1977	-43	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670765.1_ASM967076v1_genomic	42020	1977	-43	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670785.1_ASM967078v1_genomic	42016	1976	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670835.1_ASM967083v1_genomic	42015	1976	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670815.1_ASM967081v1_genomic	42014	1972	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670865.1_ASM967086v1_genomic	42012	1971	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670875.1_ASM967087v1_genomic	42010	1969	-51	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670895.1_ASM967089v1_genomic	42009	1969	-51	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670905.1_ASM967090v1_genomic	42008	1968	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670935.1_ASM967093v1_genomic	42005	1967	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009670995.1_ASM967099v1_genomic	42003	1967	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009296005.1_ASM929600v1_genomic	C-25	1953	-67	Russia	Chechnya	64.6863136	97.7453061	43.3976147	45.6985005	NA
GCA_009295965.1_ASM929596v1_genomic	I-1996	1970	-50	Russia	Zabaykalsky Krai	64.6863136	97.7453061	52.248521	115.956325	Antiqua
GCA_009363195.1_ASM936319v1_genomic	I-2638	1977	-43	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua
GCA_009295945.1_ASM929594v1_genomic	I-3113	1984	-36	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	NA
GCA_009295925.1_ASM929592v1_genomic	231	1947	-73	Kyrgyzstan	Naryn Region	41.5089324	74.724091	41.3564711	75.45197267868437	Antiqua
GCA_008630485.1_ASM863048v1_genomic	C-742	1997	-23	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.4428286	43.4204809	NA
GCA_008630455.1_ASM863045v1_genomic	C-826	2011	-9	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	NA
GCA_008630435.1_ASM863043v1_genomic	C-719	1996	-24	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	NA
GCA_008630415.1_ASM863041v1_genomic	C-672	1988	-32	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	NA
GCA_008630395.1_ASM863039v1_genomic	C-528	1984	-36	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	NA
GCA_008630575.1_ASM863057v1_genomic	C-527	1984	-36	Azerbaijan	Qazakh District	40.3936294	47.7872508	41.173906349999996	45.254411087310864	NA
GCA_008630375.1_ASM863037v1_genomic	C-506	1982	-38	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	NA
GCA_006546745.1_ASM654674v1_genomic	I_3269	1990	-30	Mongolia	Bayan-Olgii	46.8250388	103.8499736	48.5470083	89.8549358	NA
GCA_006546725.1_ASM654672v1_genomic	I_3196	1986	-34	Mongolia	Govi-Altai	46.8250388	103.8499736	45.3463139	95.9325806	NA
GCA_006546665.1_ASM654666v1_genomic	I_3193	1987	-33	Mongolia	Khovd	46.8250388	103.8499736	48.0552065	91.26731219782693	NA
GCA_006517425.1_ASM651742v1_genomic	I_3068	1982	-38	Mongolia	Övörkhangai	46.8250388	103.8499736	45.8297039	102.7237769	NA
GCA_000834775.1_ASM83477v1_genomic	Dodson	1967	-53	United States of America	Arizona	39.7837304	-100.4458825	34.395342	-111.7632755	Orientalis
GCA_000834335.1_ASM83433v1_genomic	Shasta	1954	-66	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.7559974	NA
GCA_000734805.1_ASM73480v1_genomic	231	1947	-73	Kyrgyzstan	Naryn Region	41.5089324	74.724091	41.3564711	75.45197267868437	Antiqua
GCA_000834275.1_ASM83427v1_genomic	Harbin35	1940	-80	China	Heilongjiang	35.000074	104.999927	48.0000047	127.999992	Antiqua
GCA_000169615.1_ASM16961v1_genomic	UG05-0454	2004	-16	Uganda	NA	1.5333554	32.2166578	NA	NA	Antiqua
GCA_000169635.1_ASM16963v1_genomic	MG05-1020	2005	-15	Madagascar	NA	-18.9249604	46.4416422	NA	NA	Orientalis
GCA_000169655.1_ASM16965v1_genomic	K1973002	1973	-47	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis
GCA_000169675.1_ASM16967v1_genomic	B42003004	2003	-17	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua
GCA_000169695.1_ASM16969v1_genomic	E1979001	1979	-41	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua
GCA_000170275.1_ASM17027v1_genomic	F1991016	1991	-29	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis
GCA_000168235.2_ASM16823v2_genomic	IP275	1995	-25	Madagascar	Province de Fianarantsoa	-18.9249604	46.4416422	-21.743247	46.6145685	Orientalis
GCA_000182525.1_ASM18252v1_genomic	PEXU2	1966	-54	Brazil	State of Mato Grosso	-10.3333333	-53.2	-12.2115009	-55.5716547	Orientalis
GCA_000182505.1_ASM18250v1_genomic	India195	[1898:1950]	[-122:-70]	India	Maharashtra	22.3511148	78.6677428	18.9068356	75.6741579	Orientalis
GCA_000324785.1_ASM32478v1_genomic	E1979001	1979	-41	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua
GCA_006376585.1_ASM637658v1_genomic	C-371	1978	-42	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	NA
GCA_006376575.1_ASM637657v1_genomic	C-284	1971	-49	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	NA
GCA_006376535.1_ASM637653v1_genomic	C-281	1970	-50	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682	NA
GCA_006376545.1_ASM637654v1_genomic	C-273	1969	-51	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	NA
GCA_006376505.1_ASM637650v1_genomic	C-232	1968	-52	Azerbaijan	Shahbuz Rayon	40.3936294	47.7872508	39.43858165	45.60713327015354	NA
GCA_006376495.1_ASM637649v1_genomic	C-231	1968	-52	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	NA
GCA_006376475.1_ASM637647v1_genomic	C-224	1968	-52	Azerbaijan	Baku	40.3936294	47.7872508	40.3754434	49.8326748	NA
GCA_006376435.1_ASM637643v1_genomic	C-62	1959	-61	Azerbaijan	Shamkir District	40.3936294	47.7872508	40.86764505	46.01391106445903	NA
GCA_006376415.1_ASM637641v1_genomic	C-11	1950	-70	Russia	Stavropol Krai	64.6863136	97.7453061	44.8632577	43.4406913	NA
GCA_003086155.1_ASM308615v1_genomic	M-1448	1990	-30	Kazakhstan	West Kazakhstan Region	47.2286086	65.2093197	49.5568479	50.2227409	Medievalis
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	M-1484	1992	-28	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis
GCA_001617705.1_Yersinia_pestis_C-791_genomic	C-791	2003	-17	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Medievalis
GCA_000834495.1_ASM83449v1_genomic	El Dorado	2002	-18	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	ZE94-2122	1994	-26	Zimbabwe	Midlands	-18.4554963	29.7468414	-19.2785043	29.8790852	Orientalis
GCA_003797205.1_ASM379720v1_genomic	FDAARGOS_605	1969	-51	Bolivia	La Paz	-17.0568696	-64.9912286	-16.4955455	-68.1336229	NA
GCA_003798085.1_ASM379808v1_genomic	FDAARGOS_604	1957	-63	Indonesia	Central Java	-2.4833826	117.8902853	-5.6259648	110.37164897312938	Orientalis
GCA_003798225.1_ASM379822v1_genomic	FDAARGOS_601	1954	-66	Democratic Republic of the Congo	NA	-2.9814344	23.8222636	NA	NA	NA
GCA_900460465.1_57940_B01_genomic	NCTC5923	1939	-81	Indonesia	Central Java	-2.4833826	117.8902853	-5.6259648	110.37164897312938	NA
GCA_900095105.1_PRJEB15052_genomic	Algeria3	[2000:2016]	[-20:-4]	Algeria	MSila	28.0000272	2.9999825	35.1300205	4.200310671358427	Orientalis
GCA_001487065.1_Yersinia_pestis_genomic	Algeria3	[2000:2016]	[-20:-4]	Algeria	MSila	28.0000272	2.9999825	35.1300205	4.200310671358427	Orientalis
GCA_004023595.1_ASM402359v1_genomic	2514	2005	-15	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_004023585.1_ASM402358v1_genomic	2513	2005	-15	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	NA
GCA_009295985.1_ASM929598v1_genomic	C-771	2000	-20	NA	NA	NA	NA	NA	NA	Medievalis
GCA_002188835.1_ASM218883v1_genomic	SCPM-O-DNA-14	1983	-37	NA	NA	NA	NA	NA	NA	NA
GCA_002188855.1_ASM218885v1_genomic	SCPM-O-DNA-13	1971	-49	NA	NA	NA	NA	NA	NA	NA
GCA_002188845.1_ASM218884v1_genomic	SCPM-O-DNA-12	1982	-38	NA	NA	NA	NA	NA	NA	Xilingolensis
GCA_002188815.1_ASM218881v1_genomic	SCPM-O-DNA-11	1984	-36	NA	NA	NA	NA	NA	NA	Xilingolensis
GCA_002188755.1_ASM218875v1_genomic	SCPM-O-DNA-10	1977	-43	NA	NA	NA	NA	NA	NA	Altaica
GCA_002188775.1_ASM218877v1_genomic	I-3519	2007	-13	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_002188725.1_ASM218872v1_genomic	I-3518	2007	-13	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_002188765.1_ASM218876v1_genomic	I-3517	2007	-13	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_002188685.1_ASM218868v1_genomic	I-3516	2007	-13	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_002173795.1_ASM217379v1_genomic	I-3515	2007	-13	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_001972475.1_ASM197247v1_genomic	I-3447	2001	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_002173805.1_ASM217380v1_genomic	I-3446	2001	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_001972515.1_ASM197251v1_genomic	I-3443	2001	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_002173815.1_ASM217381v1_genomic	I-3442	2001	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_001972505.1_ASM197250v1_genomic	SCPM-O-B-4664	1980	-40	NA	NA	NA	NA	NA	NA	Talassica
GCA_001972415.1_ASM197241v1_genomic	SCPM-O-B-6983	1969	-51	NA	NA	NA	NA	NA	NA	Caucasica
GCA_001972405.1_ASM197240v1_genomic	C-700	1995	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_001972385.1_ASM197238v1_genomic	C-678	1988	-32	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_001972395.1_ASM197239v1_genomic	C-535	1984	-36	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_001972465.1_ASM197246v1_genomic	C-370	1978	-42	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_002127355.1_ASM212735v1_genomic	C-712	1996	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_002127375.1_ASM212737v1_genomic	С-739	1998	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_002165475.1_ASM216547v1_genomic	C-824	2010	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_002127365.1_ASM212736v1_genomic	C-746	1997	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_001294895.1_ASM129489v1_genomic	I-2422	1974	-46	Mongolia	Bayan-Olgii	46.8250388	103.8499736	48.5470083	89.8549358	Ulegeica
GCA_001295055.1_ASM129505v1_genomic	С-666	1989	-31	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Caucasica
GCA_001294915.1_ASM129491v1_genomic	С-346	1976	-44	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica
GCA_001295025.1_ASM129502v1_genomic	I-2239	1972	-48	Mongolia	Bayan-Olgii	46.8250388	103.8499736	48.5470083	89.8549358	Ulegeica
GCA_001294905.1_ASM129490v1_genomic	С-291	1971	-49	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Caucasica
GCA_001294985.1_ASM129498v1_genomic	С-359	1978	-42	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Caucasica
GCA_001295115.1_ASM129511v1_genomic	А-513	1961	-59	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_001295065.1_ASM129506v1_genomic	С-267	1969	-51	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Caucasica
GCA_001295185.1_ASM129518v1_genomic	С-197	1967	-53	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Caucasica
GCA_001294975.1_ASM129497v1_genomic	А-1804	1980	-40	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.445186899999996	72.14310491939636	Talassica
GCA_001294965.1_ASM129496v1_genomic	I-3455	2002	-18	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica
GCA_001295045.1_ASM129504v1_genomic	С-290	1971	-49	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica
GCA_001295145.1_ASM129514v1_genomic	А-1807	1980	-40	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.445186899999996	72.14310491939636	Talassica
GCA_001294885.1_ASM129488v1_genomic	5307-Gis	1979	-41	Tajikistan	Sughd Province	38.6281733	70.8156541	39.3548602	68.8268012	Hissarica
GCA_001294805.1_ASM129480v1_genomic	I-3134	1984	-36	Mongolia	Bayankhongor	46.8250388	103.8499736	46.18084675	100.67009765478292	Xilingolensis
GCA_001294815.1_ASM129481v1_genomic	C-590	1983	-37	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica
GCA_001294825.1_ASM129482v1_genomic	С-537	1984	-36	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica
GCA_001294835.1_ASM129483v1_genomic	I-3189	1986	-34	Mongolia	Omnogovi	46.8250388	103.8499736	49.10457325	91.56421013087612	Ulegeica
GCA_000950935.1_ASM95093v1_genomic	I-2422	1974	-46	Mongolia	Bayan-Olgii	46.8250388	103.8499736	48.5470083	89.8549358	Ulegeica
GCA_000950945.1_ASM95094v1_genomic	I-3189	1986	-34	Mongolia	Omnogovi	46.8250388	103.8499736	49.10457325	91.56421013087612	Ulegeica
GCA_003122795.1_Y.pestis_I-2422_genomic	I-2422	1974	-46	Mongolia	Bayan-Olgii	46.8250388	103.8499736	48.5470083	89.8549358	Ulegeica
GCA_002981995.1_ASM298199v1_genomic	I-2457	1973	-47	Mongolia	Ömnögovi	46.8250388	103.8499736	43.282363	104.1133864	NA
GCA_002981975.1_ASM298197v1_genomic	I-2422	1974	-46	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	NA
GCA_002981925.1_ASM298192v1_genomic	I-2236	1972	-48	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	NA
GCA_002981915.1_ASM298191v1_genomic	I-3190	1986	-34	Mongolia	Ömnögovi	46.8250388	103.8499736	43.282363	104.1133864	NA
GCA_002981955.1_ASM298195v1_genomic	I-2238	1972	-48	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	NA
GCA_002981895.1_ASM298189v1_genomic	I-2231	1972	-48	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	NA
GCA_001295105.1_ASM129510v1_genomic	С-235	1968	-52	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Caucasica
GCA_003074535.1_ASM307453v1_genomic	5M	1952	-68	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.1707323234642	Antiqua
GCA_003074595.1_ASM307459v1_genomic	262	1967	-53	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.1707323234642	Antiqua
GCA_003074335.1_ASM307433v1_genomic	44	1966	-54	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Medievalis
GCA_003074255.1_ASM307425v1_genomic	1454	2012	-8	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua
GCA_003074175.1_ASM307417v1_genomic	I-3086	1983	-37	Mongolia	Bayankhongor	46.8250388	103.8499736	46.18084675	100.67009765478292	Microtus
GCA_002993145.1_ASM299314v1_genomic	1393G	1979	-41	Georgia	Samtskhe-Javakheti	41.6809707	44.0287382	41.52653525	43.2469570403887	NA
GCA_002529545.1_ASM252954v1_genomic	UC91309	2009	-11	United States of America	Illinois	39.7837304	-100.4458825	40.0796606	-89.4337288	NA
GCA_002005285.1_ASM200528v1_genomic	195/P	[1898:1950]	[-122:-70]	India	Maharashtra	22.3511148	78.6677428	18.9068356	75.6741579	Orientalis
GCA_003074435.1_ASM307443v1_genomic	KM874	1984	-36	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica
GCA_003074415.1_ASM307441v1_genomic	3551	1979	-41	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica
GCA_003074395.1_ASM307439v1_genomic	3544	1979	-41	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica
GCA_003074375.1_ASM307437v1_genomic	261	1955	-65	Azerbaijan	Baku	40.3936294	47.7872508	40.3754434	49.8326748	Medievalis
