Sample	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample
GCA_009670545.1_ASM967054v1_genomic	42040	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722869
GCA_009670565.1_ASM967056v1_genomic	42039	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722868
GCA_009670575.1_ASM967057v1_genomic	42038	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722867
GCA_009670625.1_ASM967062v1_genomic	42037	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722866
GCA_009670585.1_ASM967058v1_genomic	42034	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722865
GCA_009670605.1_ASM967060v1_genomic	42033	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722864
GCA_009670665.1_ASM967066v1_genomic	42032	1981	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722863
GCA_009670675.1_ASM967067v1_genomic	42029	1980	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722862
GCA_009670725.1_ASM967072v1_genomic	42028	1974	-47	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722861
GCA_009670705.1_ASM967070v1_genomic	42027	1972	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722860
GCA_009670715.1_ASM967071v1_genomic	42022	1977	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722859
GCA_009670775.1_ASM967077v1_genomic	42021	1977	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722858
GCA_009670765.1_ASM967076v1_genomic	42020	1977	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722857
GCA_009670785.1_ASM967078v1_genomic	42016	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722856
GCA_009670835.1_ASM967083v1_genomic	42015	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855
GCA_009670815.1_ASM967081v1_genomic	42014	1972	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722854
GCA_009670865.1_ASM967086v1_genomic	42012	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722853
GCA_009670875.1_ASM967087v1_genomic	42010	1969	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722852
GCA_009670895.1_ASM967089v1_genomic	42009	1969	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722851
GCA_009670905.1_ASM967090v1_genomic	42008	1968	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722850
GCA_009670935.1_ASM967093v1_genomic	42005	1967	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722849
GCA_009670995.1_ASM967099v1_genomic	42003	1967	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722848
GCA_009296005.1_ASM929600v1_genomic	C-25	1953	-68	Russia	Chechnya	64.6863136	97.7453061	43.3976147	45.6985005	Medievalis	2.MED	2.MED1	SAMN12991209
GCA_009363195.1_ASM936319v1_genomic	I-2638	1977	-44	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT	SAMN12991207
GCA_009295945.1_ASM929594v1_genomic	I-3113	1984	-37	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT	SAMN12991206
GCA_008630485.1_ASM863048v1_genomic	C-742	1997	-24	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.4428286	43.4204809	Medievalis	2.MED	2.MED1	SAMN12721152
GCA_008630455.1_ASM863045v1_genomic	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN12721149
GCA_008630435.1_ASM863043v1_genomic	C-719	1996	-25	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12721146
GCA_008630415.1_ASM863041v1_genomic	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN12720423
GCA_008630395.1_ASM863039v1_genomic	C-528	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Medievalis	2.MED	2.MED1	SAMN12715009
GCA_008630575.1_ASM863057v1_genomic	C-527	1984	-37	Azerbaijan	Qazakh District	40.3936294	47.7872508	41.173906349999996	45.254411087310864	Medievalis	2.MED	2.MED1	SAMN12714845
GCA_008630375.1_ASM863037v1_genomic	C-506	1982	-39	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12714485
GCA_006546745.1_ASM654674v1_genomic	I-3269	1990	-31	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN12138636
GCA_006546725.1_ASM654672v1_genomic	I-3196	1986	-35	Mongolia	Govi-Altai	46.8250388	103.8499736	45.3463139	95.9325806	Ulegeica	0.PE	0.PE5	SAMN12138635
GCA_006546665.1_ASM654666v1_genomic	I-3193	1987	-34	Mongolia	Khovd	46.8250388	103.8499736	48.0552065	91.26731219782693	Ulegeica	0.PE	0.PE5	SAMN12138633
GCA_006517425.1_ASM651742v1_genomic	I-3068	1982	-39	Mongolia	Övörkhangai	46.8250388	103.8499736	45.8297039	102.7237769	Ulegeica	0.PE	0.PE5	SAMN12131171
GCA_000834775.1_ASM83477v1_genomic	Dodson	1967	-54	United States of America	Arizona	39.7837304	-100.4458825	34.395342	-111.763275	Orientalis	1.ORI	1.ORI1	SAMN03161124
GCA_000834335.1_ASM83433v1_genomic	Shasta	1954	-67	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.755997	Orientalis	1.ORI	1.ORI1	SAMN03120838
GCA_000734805.1_ASM73480v1_genomic	231	1947	-74	Kyrgyzstan	Naryn Region	41.5089324	74.724091	41.3564711	75.45197267868437	Antiqua	0.ANT	0.ANT3	SAMN02777961
GCA_000834275.1_ASM83427v1_genomic	Harbin35	1940	-81	China	Heilongjiang	35.000074	104.999927	48.0000047	127.999992	Antiqua	2.ANT	2.ANT3	SAMN02769655
GCA_000169615.1_ASM16961v1_genomic	UG05-0454	2004	-17	Uganda	NA	1.5333554	32.2166578	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN02404404
GCA_000169635.1_ASM16963v1_genomic	MG05-1020	2005	-16	Madagascar	NA	-18.9249604	46.4416422	NA	NA	Orientalis	1.ORI	1.ORI3	SAMN02404403
GCA_000169655.1_ASM16965v1_genomic	K1973002	1973	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02404402
GCA_000169675.1_ASM16967v1_genomic	B42003004	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02404401
GCA_000170275.1_ASM17027v1_genomic	F1991016	1991	-30	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02404399
GCA_000168235.2_ASM16823v2_genomic	IP275	1995	-26	Madagascar	Province de Fianarantsoa	-18.9249604	46.4416422	-21.743247	46.6145685	Orientalis	1.ORI	1.ORI3	SAMN02404398
GCA_000182525.1_ASM18252v1_genomic	PEXU2	1966	-55	Brazil	State of Mato Grosso	-10.3333333	-53.2	-12.2115009	-55.5716547	Orientalis	1.ORI	1.ORI1	SAMN02403943
GCA_000182505.1_ASM18250v1_genomic	India195	[1898:1950]	[-123:-71]	India	Maharashtra	22.3511148	78.6677428	18.9068356	75.6741579	Orientalis	1.ORI	1.ORI1	SAMN02403942
GCA_000324785.1_ASM32478v1_genomic	E1979001	1979	-42	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403021
GCA_006376585.1_ASM637658v1_genomic	C-371	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN12012142
GCA_006376575.1_ASM637657v1_genomic	C-284	1971	-50	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12012133
GCA_006376535.1_ASM637653v1_genomic	C-281	1970	-51	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682	Medievalis	2.MED	2.MED1	SAMN12012131
GCA_006376545.1_ASM637654v1_genomic	C-273	1969	-52	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN12012010
GCA_006376505.1_ASM637650v1_genomic	C-232	1968	-53	Azerbaijan	Shahbuz Rayon	40.3936294	47.7872508	39.43858165	45.60713327015354	Caucasica	0.PE	0.PE2	SAMN12011946
GCA_006376495.1_ASM637649v1_genomic	C-231	1968	-53	Azerbaijan	Goranboy District	40.3936294	47.7872508	40.606553399999996	46.705009816557116	Medievalis	2.MED	2.MED1	SAMN12011930
GCA_006376475.1_ASM637647v1_genomic	C-224	1968	-53	Azerbaijan	Baku	40.3936294	47.7872508	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN12011899
GCA_006376435.1_ASM637643v1_genomic	C-62	1959	-62	Azerbaijan	Shamkir District	40.3936294	47.7872508	40.86764505	46.01391106445903	Medievalis	2.MED	2.MED1	SAMN12011893
GCA_006376415.1_ASM637641v1_genomic	C-11	1950	-71	Russia	Stavropol Krai	64.6863136	97.7453061	44.8632577	43.4406913	Medievalis	2.MED	2.MED1	SAMN12011892
GCA_003086155.1_ASM308615v1_genomic	M-1448	1990	-31	Kazakhstan	West Kazakhstan Region	47.2286086	65.2093197	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN05017638
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	M-1484	1992	-29	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN04376037
GCA_001617705.1_Yersinia_pestis_C-791_genomic	C-791	2003	-18	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Medievalis	2.MED	2.MED1	SAMN04376023
GCA_000834495.1_ASM83449v1_genomic	El Dorado	2002	-19	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN03145064
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	ZE94-2122	1994	-27	Zimbabwe	Midlands	-18.4554963	29.7468414	-19.2785043	29.8790852	Orientalis	1.ORI	1.ORI1	SAMN02999506
GCA_003797205.1_ASM379720v1_genomic	FDAARGOS_605	1969	-52	Bolivia	La Paz	-17.0568696	-64.9912286	-16.4955455	-68.1336229	Orientalis	1.ORI	1.ORI1	SAMN10228585
GCA_003798085.1_ASM379808v1_genomic	FDAARGOS_604	1957	-64	Indonesia	Central Java	-2.4833826	117.8902853	-5.6259648	110.37164897312938	Orientalis	1.ORI	1.ORI1	SAMN10228584
GCA_003798225.1_ASM379822v1_genomic	FDAARGOS_601	1954	-67	Democratic Republic of the Congo	NA	-2.9814344	23.8222636	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN10228581
GCA_900460465.1_57940_B01_genomic	NCTC5923	1939	-82	Indonesia	Central Java	-2.4833826	117.8902853	-5.6259648	110.37164897312938	Orientalis	1.ORI	1.ORI1	SAMEA104281628
GCA_001487065.1_Yersinia_pestis_genomic	Algeria3	[2000:2016]	[-21:-5]	Algeria	MSila	28.0000272	2.9999825	35.1300205	4.200310671358427	Orientalis	1.ORI	1.ORI1	SAMEA3673143
GCA_004023595.1_ASM402359v1_genomic	2514	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN06209181
GCA_004023585.1_ASM402358v1_genomic	2513	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN06209180
GCA_009295985.1_ASM929598v1_genomic	C-771	2000	-21	NA	NA	NA	NA	NA	NA	Medievalis	2.MED	2.MED0	SAMN07176224
GCA_002188835.1_ASM218883v1_genomic	SCPM-O-DNA-14	1983	-38	NA	NA	NA	NA	NA	NA	Antiqua	2.ANT	2.ANT3	SAMN05521439
GCA_002188855.1_ASM218885v1_genomic	SCPM-O-DNA-13	1971	-50	NA	NA	NA	NA	NA	NA	Antiqua	3.ANT	3.ANT2	SAMN05521438
GCA_002188845.1_ASM218884v1_genomic	SCPM-O-DNA-12	1982	-39	NA	NA	NA	NA	NA	NA	Microtus	0.PE	0.PE4m	SAMN05521437
GCA_002188815.1_ASM218881v1_genomic	SCPM-O-DNA-11	1984	-37	NA	NA	NA	NA	NA	NA	Microtus	0.PE	0.PE4m	SAMN05521436
GCA_002188755.1_ASM218875v1_genomic	SCPM-O-DNA-10	1977	-44	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN05521435
GCA_002188775.1_ASM218877v1_genomic	I-3519	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521434
GCA_002188725.1_ASM218872v1_genomic	I-3518	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521433
GCA_002188765.1_ASM218876v1_genomic	I-3517	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521432
GCA_002188685.1_ASM218868v1_genomic	I-3516	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521431
GCA_002173795.1_ASM217379v1_genomic	I-3515	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521430
GCA_001972475.1_ASM197247v1_genomic	I-3447	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521429
GCA_002173805.1_ASM217380v1_genomic	I-3446	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521428
GCA_001972515.1_ASM197251v1_genomic	I-3443	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521427
GCA_002173815.1_ASM217381v1_genomic	I-3442	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521426
GCA_001972505.1_ASM197250v1_genomic	SCPM-O-B-4664	1980	-41	NA	NA	NA	NA	NA	NA	Talassica	0.PE	0.PE4t	SAMN05521425
GCA_001972415.1_ASM197241v1_genomic	SCPM-O-B-6983	1969	-52	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN05521424
GCA_001972405.1_ASM197240v1_genomic	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN05521423
GCA_001972385.1_ASM197238v1_genomic	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN05521422
GCA_001972395.1_ASM197239v1_genomic	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN05521421
GCA_001972465.1_ASM197246v1_genomic	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN05521420
GCA_002127355.1_ASM212735v1_genomic	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN04993042
GCA_002127375.1_ASM212737v1_genomic	C-739	1998	-23	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN04992974
GCA_002165475.1_ASM216547v1_genomic	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Caucasica	0.PE	0.PE2	SAMN04992971
