Name	UFboot	aLRT	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample
GCA_000269045.1_ASM26904v1_genomic	NA	NA	2.34e-08	grey	4.851359999999992e-05	25	PY-89	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141492
NODE94	99.0	79.4	2.344e-07	black	4.8490199999999924e-05	27.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE95	100.0	97.0	7.033e-07	red	4.919349999999992e-05	26.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269285.1_ASM26928v1_genomic	NA	NA	2.34e-08	grey	4.921689999999992e-05	26	PY-42	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141470
GCA_000269285.2_ASM26928v2_genomic	NA	NA	2.34e-08	grey	4.921689999999992e-05	27	PY-42	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141470
GCA_000268365.1_ASM26836v1_genomic	NA	NA	2.34e-08	grey	4.851359999999992e-05	28	PY-06	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141453
NODE99	27.0	78.9	2.344e-07	black	4.846679999999993e-05	34.265625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE100	14.0	0.0	2.34e-08	black	4.8490199999999924e-05	33.03125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE101	14.0	0.0	2.34e-08	black	4.851359999999992e-05	32.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE102	55.0	74.3	2.344e-07	black	4.874799999999992e-05	31.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE103	19.0	0.0	2.34e-08	black	4.877139999999992e-05	30.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE104	93.0	81.0	2.344e-07	black	4.9005799999999916e-05	29.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269185.1_ASM26918v1_genomic	NA	NA	2.344e-07	grey	4.9240199999999915e-05	29	PY-99	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141501
GCA_000269305.1_ASM26930v1_genomic	NA	NA	2.344e-07	grey	4.9240199999999915e-05	30	PY-46	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141472
GCA_000268965.1_ASM26896v1_genomic	NA	NA	2.344e-07	grey	4.9005799999999916e-05	31	PY-65	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141486
GCA_000269425.1_ASM26942v1_genomic	NA	NA	2.34e-08	grey	4.877139999999992e-05	32	PY-94	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141497
GCA_000269405.1_ASM26940v1_genomic	NA	NA	4.689e-07	grey	4.898249999999992e-05	33	PY-88	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141491
GCA_000269325.1_ASM26932v1_genomic	NA	NA	2.34e-08	grey	4.851359999999992e-05	34	PY-47	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141473
NODE111	37.0	77.2	2.344e-07	black	4.8701199999999926e-05	35.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269065.1_ASM26906v1_genomic	NA	NA	7.033e-07	grey	4.940449999999992e-05	35	PY-90	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141493
GCA_000269165.1_ASM26916v1_genomic	NA	NA	2.344e-07	grey	4.8935599999999925e-05	36	PY-98	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141500
GCA_000269265.1_ASM26926v1_genomic	NA	NA	2.34e-08	grey	4.823239999999993e-05	37	PY-36	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141469
NODE115	17.0	0.0	2.34e-08	black	4.820899999999993e-05	38.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268485.1_ASM26848v1_genomic	NA	NA	2.34e-08	grey	4.823239999999993e-05	38	PY-14	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141461
GCA_000268485.2_ASM26848v2_genomic	NA	NA	2.34e-08	grey	4.823239999999993e-05	39	PY-14	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141461
NODE118	8.0	0.0	2.34e-08	black	4.816219999999994e-05	41.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE119	18.0	79.3	2.344e-07	black	4.8396599999999936e-05	40.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268545.1_ASM26854v1_genomic	NA	NA	7.033e-07	grey	4.909989999999993e-05	40	PY-01	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141448
GCA_000268665.1_ASM26866v1_genomic	NA	NA	2.344e-07	grey	4.8630999999999935e-05	41	PY-25	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141465
GCA_000268705.1_ASM26870v1_genomic	NA	NA	2.34e-08	grey	4.8185599999999934e-05	42	PY-32	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141467
NODE123	12.0	0.0	2.34e-08	black	4.813879999999994e-05	51.2890625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE124	17.0	74.5	2.34e-08	black	4.816219999999994e-05	49.328125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE125	18.0	74.5	2.088e-07	black	4.8370999999999934e-05	47.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE126	36.0	0.0	2.34e-08	black	4.839439999999993e-05	46.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE127	26.0	0.0	2.34e-08	black	4.841779999999993e-05	45.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE128	80.0	74.5	2.344e-07	black	4.865219999999993e-05	44.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE129	70.0	0.0	2.34e-08	black	4.8675599999999924e-05	43.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268885.1_ASM26888v1_genomic	NA	NA	2.344e-07	grey	4.890999999999992e-05	43	PY-59	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141481
GCA_000269205.1_ASM26920v1_genomic	NA	NA	2.344e-07	grey	4.890999999999992e-05	44	PY-100	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141502
GCA_000268765.1_ASM26876v1_genomic	NA	NA	2.34e-08	grey	4.8675599999999924e-05	45	PY-48	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141474
GCA_000268505.1_ASM26850v1_genomic	NA	NA	4.689e-07	grey	4.8886699999999926e-05	46	PY-16	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141463
GCA_000269145.1_ASM26914v1_genomic	NA	NA	2.34e-08	grey	4.841779999999993e-05	47	PY-96	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141499
NODE135	39.0	80.5	2.344e-07	black	4.860539999999993e-05	49.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE136	99.0	79.3	2.344e-07	black	4.883979999999993e-05	48.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000269345.1_ASM26934v1_genomic	NA	NA	2.34e-08	grey	4.886319999999993e-05	48	PY-52	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141475
GCA_000269485.1_ASM26948v1_genomic	NA	NA	2.344e-07	grey	4.907419999999993e-05	49	PY-103	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141505
GCA_000268645.1_ASM26864v1_genomic	NA	NA	2.344e-07	grey	4.883979999999993e-05	50	PY-15	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141462
GCA_000269385.1_ASM26938v1_genomic	NA	NA	2.34e-08	grey	4.8185599999999934e-05	51	PY-66	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141487
NODE141	31.0	87.1	2.344e-07	black	4.837319999999994e-05	53.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE142	53.0	0.0	2.34e-08	black	4.8396599999999936e-05	52.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000268785.1_ASM26878v1_genomic	NA	NA	2.34e-08	grey	4.841999999999993e-05	52	PY-53	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141476
GCA_000269125.1_ASM26912v1_genomic	NA	NA	2.34e-08	grey	4.841999999999993e-05	53	PY-93	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141496
