Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
NODE16	66.0	67.2	4.99e-08	black	7.937390000000001e-05	16.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE17	100.0	53.3	1.4076e-06	black	8.07815e-05	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.289545204199471e-06	1325-08-19	1325.6310657180354	158.08519661538253	5459.948417007886	15.5	1325.6310657180354	7.182119045283262e-05	False
GCA_002127355.1_ASM212735v1_genomic	NA	NA	2.8244e-06	grey	8.36059e-05	15.0	C-712	1996	-25	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04993042	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	2.5796190572576804e-06	1996-01-01	1996.0	670.3689342819646	6130.31735128985	15	1996.0	7.44008095100903e-05	False
GCA_002127365.1_ASM212736v1_genomic	NA	NA	9.7353e-06	grey	9.05168e-05	16.0	C-746	1997	-24	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992968	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	8.824492388017748e-06	1997-01-01	1997.0	671.3689342819646	6131.31735128985	16	1997.0	8.064568284085038e-05	False
NODE18	95.0	57.8	5.183e-07	black	7.989220000000001e-05	17.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.29798229095694e-07	1181-12-27	1181.989000804074	14.44313170142118	5316.306352093925	17.75	1181.989000804074	7.096144347772884e-05	False
GCA_001972405.1_ASM197240v1_genomic	NA	NA	1.6357e-05	grey	9.62492e-05	17.0	C-700	1995	-26	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521423	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	1.4869400322895136e-05	1995-01-01	1995.0	813.0109991959259	6129.317351289851	17	1995.0	8.583084380062397e-05	False
NODE19	77.0	44.7	2.1102e-06	black	8.200240000000002e-05	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.93454251023846e-06	1272-08-26	1272.6519960108385	90.66299520676444	5406.969347300689	18.5	1272.6519960108385	7.28959859879673e-05	False
GCA_001972385.1_ASM197238v1_genomic	NA	NA	1.5192e-05	grey	9.719440000000002e-05	18.0	C-678	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521422	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	1.3788250907689496e-05	1988-01-01	1988.0	715.3480039891615	6122.31735128985	18	1988.0	8.668423689565679e-05	False
GCA_001972465.1_ASM197246v1_genomic	NA	NA	8.5679e-06	grey	9.057030000000002e-05	19.0	C-370	1978	-43	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521420	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	7.745094613715039e-06	1978-01-01	1978.0	705.3480039891615	6112.31735128985	19	1978.0	8.064108060168234e-05	False
NODE20	78.0	72.2	7.038e-07	black	8.002780000000001e-05	21.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	6.44700226097916e-07	1256-05-01	1256.3295721083318	88.78370300567894	5390.6469233981825	21.75	1256.3295721083318	7.117634547473107e-05	False
GCA_008630415.1_ASM863041v1_genomic	NA	NA	2.135e-06	grey	8.216280000000002e-05	20.0	C-672	1988	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	1.937552097849491e-06	1988-01-01	1988.0	731.6704278916682	6122.31735128985	20	1988.0	7.311389757258055e-05	False
NODE21	91.0	50.0	2.35e-08	black	8.005130000000002e-05	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE22	94.0	76.7	1.6422e-06	black	8.169350000000001e-05	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.5045271015796563e-06	1321-12-29	1321.992512415075	65.66294030674317	5456.309863704926	21.5	1321.992512415075	7.268087257631073e-05	False
GCA_001972395.1_ASM197239v1_genomic	NA	NA	1.16836e-05	grey	9.337710000000002e-05	21.0	C-535	1984	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN05521421	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	1.05510034088146e-05	1984-01-01	1984.0	662.007487584925	6118.317351289851	21	1984.0	8.323187598512533e-05	False
GCA_002165475.1_ASM216547v1_genomic	NA	NA	1.21203e-05	grey	9.381380000000002e-05	22.0	C-824	2010	-11	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN04992971	KEEP: Assembly Modern Kislichkina 2017 Keller 2019	0	8.975324211796821e-09	1.0	1.0978066858918452e-05	2010-01-01	2010.0	688.007487584925	6144.317351289851	22	2010.0	8.365893943522918e-05	False
NODE23	93.0	49.4	4.692e-07	black	8.052050000000002e-05	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.297982080465156e-07	1987-04-14	1987.2847533743304	730.9551812659986	6121.602104664181	23.5	1987.2847533743304	7.160614368277758e-05	False
GCA_008630455.1_ASM863045v1_genomic	NA	NA	2.346e-07	grey	8.075510000000002e-05	23.0	C-826	2011	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.149880179442285	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	2.1489846172399196e-07	2011-01-01	2011.0	23.71524662566958	6145.31735128985	23	2011.0	7.182104214450157e-05	False
GCA_015338205.1_ASM1533820v1_genomic	NA	NA	2.35e-08	grey	8.054400000000002e-05	24.0	C-830	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Caucasica	0.PE	0.PE2	SAMN16619722	KEEP: Assembly Modern No Province	0	8.975324211796821e-09	1.0	7.390008397585552e-20	2012-01-01	2012.0	24.71524662566958	6146.31735128985	24	2012.0	7.160614368277765e-05	False
NODE24	100.0	99.6	1.83263e-05	red	7.895189999999999e-05	35.9443359375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.6201846993710523e-05	1027-06-21	1027.4685073960918	1376.9502516721689	5161.785858685943	35.87109375	1027.4685073960918	6.992573056762651e-05	False
NODE25	100.0	99.9	7.3191e-06	red	8.627099999999999e-05	30.109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	6.6690760697063684e-06	1658-05-02	1658.3325853822146	630.8640779861228	5792.649936672065	30.125	1658.3325853822146	7.659480663733289e-05	False
NODE26	100.0	99.9	7.038e-07	red	8.697479999999999e-05	25.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	6.446961886849971e-07	1699-01-05	1699.0119529407582	40.67936755854362	5833.329304230609	26.375	1699.0119529407582	7.723950282601788e-05	False
GCA_001295055.1_ASM129505v1_genomic	NA	NA	2.346e-07	grey	8.720939999999999e-05	25.0	C-666	1989	-32	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861513	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	8.975324211796821e-09	1.0	2.148793744470785e-07	1989-01-01	1989.0	289.9880470592418	6123.31735128985	25	1989.0	7.745438220046496e-05	False
NODE27	100.0	99.4	4.692e-07	red	8.744399999999998e-05	26.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.2979677432684306e-07	1716-10-23	1716.809147891297	17.797194950538824	5851.126499181148	27.75	1716.809147891297	7.766929960034473e-05	False
GCA_003074435.1_ASM307443v1_genomic	NA	NA	2.346e-07	grey	8.767859999999998e-05	26.0	KM874	1984	-37	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05240958	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	8.975324211796821e-09	1.0	2.1489019996234187e-07	1984-01-01	1984.0	267.190852108703	6118.31735128985	26	1984.0	7.788418980030706e-05	False
NODE28	43.0	0.1	2.35e-08	black	8.746749999999999e-05	27.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294985.1_ASM129498v1_genomic	NA	NA	2.35e-08	grey	8.749099999999999e-05	27.0	C-359	1978	-43	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861500	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	8.975324211796821e-09	1.0	7.327775652192537e-20	1978-01-01	1978.0	261.190852108703	6112.31735128985	27	1978.0	7.76692996003448e-05	False
NODE29	47.0	0.0	2.35e-08	black	8.749099999999999e-05	28.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001972415.1_ASM197241v1_genomic	NA	NA	1.51449e-05	grey	0.00010263589999999999	28.0	SCPM-O-B-6983	1969	-52	NA	NA	NA	NA	NA	NA	Caucasica	0.PE	0.PE2	SAMN05521424	KEEP: Assembly Modern No Location	0	8.975324211796821e-09	1.0	1.3787224506156011e-05	1969-01-01	1969.0	252.19085210870298	6103.31735128985	28	1969.0	9.145652410650074e-05	False
NODE30	100.0	100.0	4.692e-07	red	8.796019999999999e-05	29.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.2978932374792307e-07	1979-01-01	1979.000111416588	262.19096352529095	6113.317462706438	29.5	1979.000111416588	7.809908892409266e-05	False
GCA_003074395.1_ASM307439v1_genomic	NA	NA	2.35e-08	grey	8.79837e-05	29.0	3544	1979	-42	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN05225434	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	8.975324211796821e-09	1.0	7.340531737276121e-20	1979-01-01	1979.0	-0.0001114165879698703	6113.31735128985	29	1979.0	7.809908892409272e-05	False
GCA_003074415.1_ASM307441v1_genomic	NA	NA	2.35e-08	grey	8.79837e-05	30.0	3551	1979	-42	Armenia	Gegharkunik Province	40.7696272	44.6736646	40.3030726	45.375739	Caucasica	0.PE	0.PE2	SAMN05225437	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	8.975324211796821e-09	1.0	7.332476578132413e-20	1979-01-01	1979.0	-0.0001114165879698703	6113.31735128985	30	1979.0	7.809908892409272e-05	False
NODE31	100.0	99.4	7.038e-07	red	8.697479999999999e-05	34.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	6.44707101000551e-07	1857-11-02	1857.8370243602951	199.50443897808054	5992.154375650146	33.875	1857.8370243602951	7.723951373833345e-05	False
NODE32	86.0	2.2	2.35e-08	black	8.699829999999999e-05	31.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295065.1_ASM129506v1_genomic	NA	NA	4.692e-07	grey	8.746749999999999e-05	31.0	C-267	1969	-52	Azerbaijan	Goranboy District	40.3936294	47.787250799999995	40.6065534	46.70500981655712	Caucasica	0.PE	0.PE2	SAMN03861484	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	8.975324211796821e-09	1.0	4.298004824278131e-07	1969-01-01	1969.0	111.16297563970488	6103.317351289851	31	1969.0	7.766931422076126e-05	False
NODE33	100.0	100.0	4.692e-07	red	8.746749999999999e-05	32.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.2986880362381946e-07	1903-03-30	1903.2428559180303	45.405831557735155	6037.560207207881	32.75	1903.2428559180303	7.766938254195726e-05	False
GCA_003085875.1_ASM308587v1_genomic	NA	NA	2.35e-08	grey	8.749099999999999e-05	32.0	M-986	1975	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	8.975324211796821e-09	1.0	7.31000693887862e-20	1975-01-01	1975.0	71.75714408196973	6109.31735128985	32	1975.0	7.766938254195733e-05	False
NODE34	100.0	100.0	1.4076e-06	red	8.887509999999999e-05	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.2900770189416658e-06	1974-05-10	1974.3538336942818	71.1109777762515	6108.671184984132	33.5	1974.3538336942818	7.895945956089893e-05	False
GCA_001188325.1_YPY_1_genomic	NA	NA	2.35e-08	grey	8.889859999999999e-05	33.0	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	8.975324211796821e-09	1.0	7.29727391511535e-20	1974-05-10	1974.3538336942818	0.0	6108.671184984132	33	1968.5	7.8959459560899e-05	False
GCA_001188715.1_ASM118871v1_genomic	NA	NA	2.35e-08	grey	8.889859999999999e-05	34.0	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.918594	43.8403536	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	8.975324211796821e-09	1.0	7.296566617552603e-20	1974-05-10	1974.3538336942818	0.0	6108.671184984132	34	1968.5	7.8959459560899e-05	False
NODE35	100.0	98.5	4.692e-07	red	8.744399999999998e-05	36.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.297934479322853e-07	1911-11-28	1911.9078837825614	54.07085942226627	6046.225235072412	36.75	1911.9078837825614	7.766930718626573e-05	False
NODE36	73.0	2.8	2.35e-08	black	8.746749999999999e-05	35.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
